Numéro;SortieEnSalleLe;VuLe;Titre;Affiche;TitreOriginal;Pays;Réalisateur;Acteurs ;Avis;Comment;Prix;Ou;JeLai;Accompagnants;StyleGenre;Commentaire;Top de l'année
F0501;20/12/2000;20/12/2000;Billy Elliot;Billy Elliot;;Angleterre;Stephen Daldry;Jamie Bell, Gary Lewis;bien;Ciné Plein Tarif ;;UGC La Defense;;Nella;;;
F0502;27/12/2000;27/12/2000;Donjons et dragons;Donjons et dragons;Dungeons & Dragons;USA;Courtney Solomon;Justin Whalin, Marlon Wayans;moyen;Ciné Plein Tarif ;;UGC La Defense;;les filles, les gars;;;
F0503;05/01/2000;05/01/2001;Summer of sam;SUMMER OF SAM.jpg;;USA;Spike Lee;John Leguizamo, Mira Sorvino;bien;canal +;0;Télé Puteaux;;;;;
F0504;19/01/2000;19/01/2001;Peur bleue;PEUR BLEUE (1999);Deep Blue Sea;USA;Renny Harlin;Thomas Jane, Saffron Burrows, LL Cool J;pas mal;canal +;0;Télé Puteaux;;;;;
F0505;02/02/2000;02/02/2001;American Beauty;American Beauty;;USA;Sam Mendes;Kevin Spacey, Annette Bening;pas mal;canal +;0;Télé Puteaux;;;;;
F0506;01/03/2000;01/03/2001;La Ligne verte;LA LIGNE VERTE;The Green Mile;USA;Frank Darabont;Tom Hanks, David Morse;mauvais;DVD bibliotek;0;Télé Puteaux;;;;;
F0507;07/03/2001;07/03/2001;Traffic;TRAFFIC;;USA;Steven Soderbergh;Michael Douglas, Don Cheadle, Benicio Del Toro,;pas mal;Ciné Plein Tarif ;;UGC La Defense;;alone;;;
F0508;08/03/2000;08/03/2001;Le Talentueux mr ripley;LE TALENTUEUX MONSIEUR RIPLEY;The Talented Mr. Ripley;USA;Anthony Minghella;Matt Damon, Jude Law;chiant;canal +;0;Télé Puteaux;;;;;
F0509;07/04/1999;07/04/2001;Cours, Lola, cours;COURS LOLA COURS;Lola rennt;Allemagne;Tom Tykwer ;Franka Potente, Moritz Bleibtreu, Herbert Knaup, Nina Petri,;pas mal;canal +;0;Télé Puteaux;;;;;
F0510;25/04/2001;25/04/2001;Le Fabuleux destin d'Amélie Poulain;LE FABULEUX DESTIN D'AMELIE POULAIN;;France;Jean-Pierre Jeunet;Audrey Tautou, Mathieu Kassovitz;bien;Ciné Plein Tarif ;;UGC La Defense;;Nella;;;
F0511;12/05/2000;12/05/2001;Mission to mars;MISSION TO MARS.jpg;;USA;Brian De Palma;Gary Sinise, Tim Robbins;chiant;DVD bibliotek;0;Télé Puteaux;;;anticipation ;scénar trop faiblos;
F0512;23/05/2001;23/05/2001;Le Retour de la momie;LE RETOUR DE LA MOMIE;The Mummy Returns;USA;Stephen Sommers;Brendan Fraser, Rachel Weisz, Freddie Boath, Arnold Vosloo;pas mal;Ciné Plein Tarif ;;UGC La Defense;;Les filles, les gars;;;
F0513;31/05/2000;31/05/2001;Comme un voleur;Comme un voleur;Thick as Thieves;USA;Scott Sanders;Alec Baldwin, Michael Jai White, Rebecca De Mornay,  Bruce Greenwood ;bien;canal +;0;Télé Puteaux;;;;;
F0514;14/06/2000;14/06/2001;TERRE CHAMP DE BATAILLE;TERRE CHAMP DE BATAILLE.jpg;Battlefield Earth;USA;Roger Christian;John Travolta, Forest Whitaker;Tr bien;canal +;0;Télé Puteaux;;;;;
F0515;04/07/2001;04/07/2001;Shrek;SHREK;;USA;Andrew Adamson, Vicky Jenson;Animation USA;pas mal;Ciné Plein Tarif ;;UGC La Defense;;Nella, les filles;;;
F0516;12/07/2000;12/07/2001;Destination finale;Destination finale.jpg;Final Destination;USA;James Wong;Daniel Roebuck, Devon Sawa;pas mal;canal +;0;Télé Puteaux;;;;;
F0517;19/07/2000;19/07/2001;PITCH BLACK;PITCH BLACK.jpg;PITCH BLACK;USA;David Twohy;Vin Diesel, Radha Mitchell;Tr bien;DVD bibliotek;0;Télé Puteaux;;;Méchants monstres;;
F0518;22/08/2001;22/08/2001;La Planète des singes;LA PLANETE DES SINGES (2001).jpg;Planet of the Apes;USA;Tim Burton;Mark Wahlberg, Tim Roth;pas mal;Ciné Plein Tarif ;;UGC La Defense;revu le 15 aout 2011;Nella;;;
F0519;20/09/2000;20/09/2001;L'Enfer du devoir;L'ENFER DU DEVOIR.jpg;Rules of engagement;USA;William Friedkin;Tommy Lee Jones, Samuel Lee JACKSON;moyen;canal +;0;Télé Puteaux;;;;;
F0520;27/09/2000;27/09/2001;Les Rivières Pourpres;LES RIVIERES POURPRES.jpg;;France;Mathieu Kassovitz;Jean Reno, Benoît Magimel;moyen;canal +;0;Télé Puteaux;;;;;
F0521;01/11/2000;01/11/2001;Spinal tap;SPINAL TAP.jpg;This is Spinal tap;USA;Rob Reiner;Rob Reiner, Michael McKean;pas mal;canal +;0;Télé Puteaux;;;;;
F0522;01/11/2000;01/11/2001;The yards;THE YARDS.jpg;;USA;James Gray;Mark Wahlberg, Joaquin Phoenix,  Charlize Theron,  James Caan,  Faye Dunaway ;bien;DVD bibliotek;0;Télé Puteaux;;;;;
F0523;07/11/2001;07/11/2001;The Barber : l'homme qui n'était pas là;THE BARBER - L'HOMME QUI N'ETAIT PAS LA.jpg;The Barber (The Man Who Wasn't There);USA;Joel et Ethan Coen;Billy Bob Thornton, Frances McDormand;moyen;Ciné Plein Tarif ;;UGC La Defense;;Nella;;;
F0524;15/11/2000;15/11/2001;Snatch;SNATCH (TU BRAQUES OU TU RAQUES);Snatch;Angleterre;Guy Ritchie;Jason Statham,  Brad Pitt,  Vinnie Jones,  Stephen Graham,  Benicio Del Toro ;Tr bien;download Emule;0;Télé Puteaux;;;;;
F0525;21/11/2001;21/11/2001;Ghosts of mars;GHOSTS OF MARS;;USA;John Carpenter;Natasha Henstridge, Ice Cube;mauvais;Ciné Plein Tarif ;;UGC Bastille;;Frederic de Tours;;;
F0526;05/12/2001;05/12/2001;Harry Potter à l'école des sorciers;Harry Potter à l'école des sorciers.jpg;Harry Potter and the Philosopher's Stone;USA;Chris Columbus;Daniel Radcliffe, Rupert Grint;moyen;Ciné Plein Tarif ;;UGC La Defense;;Nella, les filles;;;
F0527;19/12/2001;19/12/2001;Le Seigneur des anneaux : La Communauté de l’anneau;LE SEIGNEUR DES ANNEAUX - LA COMMUNAUTE DE L'ANNEAU;The Lord of the Rings : the Fellowship of the Ring;USA;Peter Jackson;Elijah Wood, Sean Astin,  Ian McKellen,  Viggo Mortensen,  Christopher Lee,  Sean Bean ;pas mal;Ciné Plein Tarif ;;UGC La Defense;;les filles, les gars;;;
F0528;01/01/1998;02/01/2002;Soldier;SOLDIER.jpg;;USA;Paul W.S. Anderson;Kurt Russell, Jason Scott Lee, Gary Busey;moyen;DVD bibliotek;0;Télé Puteaux;;alone;SF;;
F0529;31/01/2001;31/01/2002;Le Pacte des loups;LE PACTE DES LOUPS;;France;Christophe Gans;Samuel Le Bihan, Mark Dacascos;pas mal;canal +;0;Télé Puteaux;;;;;
F0530;05/11/1997;02/02/2002;Hana-bi;Hana-bi.jpg;;Japon;Takeshi Kitano;Takeshi Kitano, Tetsu Watanabe, Kayoko Kishimoto;bien;Ciné Plein Tarif ;;UGC La Defense;;alone;;;
F0531;13/03/2002;13/03/2002;Rollerball ( le rimèque );ROLLERBALL (2001);;USA;John McTiernan;Chris Klein, Jean Reno;mauvais;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0532;20/03/1979;20/03/2002;Galactica - La bataille de l'espace;GALACTICA LA BATAILLE DE L'ESPACE.jpg;BATTLESTAR GALACTICA ;USA;Richard A. Colla & Alan J. Levi;Dirk Benedict, Herb Jefferson Jr., John Colicos;passable;diffusion chaines;0;Télé Puteaux;;alone;sous-sous StarWars;sous-sous StarWars;
F0533;20/03/2002;20/03/2002;Monstres & Cie;MONSTRES ET CIE.jpg;Monsters, Inc.;USA;Pete Docter, Lee Unkrich;Animation Walt Disney;pas mal;Ciné Plein Tarif ;;UGC La Defense;;Nella, les filles;;;
F0534;10/04/2002;10/04/2002;Le Voyage de Chihiro;LE VOYAGE DE CHIHIRO.jpg;Sen to Chihiro no Kamikakushi;Japon;Hayao Myasaki;Animation Japonnais;moyen;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0535;08/05/2002;08/05/2002;K-Pax - L'homme qui vient de loin;K-PAX - L'HOMME QUI VIENT DE LOIN.jpg;K-Pax;USA;Iain Softley ;Kevin Spacey, Jeff Bridges, Mary McCormack,;pas mal;DVD bibliotek;0;Télé Puteaux;;;gentil alien;bon suspense …est-il alien ou fabulateur ??;
F0536;16/05/2002;16/05/2002;Star Wars épisode 2 - l'attaque des clones;Star Wars épisode 2 - l'attaque des clones.jpg;Star wars Episode II : Attack of the clones;USA;Georges Lucas;Ewan McGregor, Natalie Portman;moyen;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0537;22/06/2002;22/06/2002;Lilo & Stich;LILO ET STITCH;;USA;Dean Deblois Chris Sanders;Animation Walt Disney;pas mal;Ciné Plein Tarif ;;UGC La Defense;;Nella, les filles;;;
F0538;26/06/2002;26/06/2002;L'Age de glace 1;L'AGE DE GLACE;Ice Age;USA;Chris Wedge;Animation USA;pas mal;Ciné Plein Tarif ;;UGC La Defense;;Nella, les filles;;;
F0539;08/08/2001;08/08/2002;JURASSIC PARK 3;JURASSIC PARK III;JURASSIC PARK 3;USA;Joe Johnston;Sam Neill, William H. Macy;bien;canal +;0;Télé Puteaux;;;;;
F0540;15/08/2001;15/08/2002;Final Fantasy ( Les Créatures De L'Esprit );FINAL FANTASY - LES CREATURES DE L'ESPRIT;Final Fantasy, the Spirits Within;USA;Hironobu Sakaguchi;Animation USA;pas mal;4 bluRay 50 euros;12;Télé Puteaux;;;;;
F0541;05/09/2001;05/09/2002;Une hirondelle a fait le printemps;Une hirondelle a fait le printemps.jpg;;France;Christian Carion;Michel Serrault, Mathilde Seigner;moyen;canal +;0;Télé Puteaux;;;;;
F0542;19/09/2001;19/09/2002;Vidocq;Vidocq;;France;Pitof;Gérard Depardieu, Guillaume Canet, Inés Sastre;pas mal;canal +;0;Télé Puteaux;;;fantastique;1er film mondial en caméra numérique;
F0543;13/10/1999;24/09/2002;Extension du domaine de la lutte;Extension du domaine de la lutte.jpg;;France;Philippe Harel;José Garcia, Philippe Harel, Catherine Mouchet;bien;canal +;0;Télé Puteaux;;;;;
F0544;25/09/2002;25/09/2002;Corto Maltese ( la cour secrète des arcanes );CORTO MALTESE LA COUR SECRETE DES ARCANES;;France;Pascal Morelli;Animation France;pas mal;Ciné Plein Tarif ;;UGC La Defense;;Nella;;;
F0545;02/10/2002;02/10/2002;Minority report;MINORITY REPORT;;USA;Steven Spielberg;Tom Cruise, Kathryn Morris;moyen;Ciné Plein Tarif ;;UGC La Defense;;;Méchants aliens;;
F0546;24/10/2001;24/10/2002;A.I. Intelligence artificielle ;AI INTELLIGENCE ARTIFICIELLE;A.I. Artificial Intelligence;USA;Steven Spielberg;Haley Joel Osment, Jude Law;moyen;canal +;0;Télé Puteaux;;;;;
F0547;28/10/1998;28/10/2002;Arnaques, crimes et botanique;ARNAQUES, CRIMES & BOTANIQUE;Lock, Stock and Two Smoking Barrels;Angleterre;Guy Ritchie;Dexter Fletcher, Jason Flemyng,  Steven Mackintosh,  Nick Moran,  Jason Statham,  Vinnie Jones ;Tr bien;download Emule;0;Télé Puteaux;;;;;
F0548;31/10/2001;31/10/2002;Le Vélo de Ghislain Lambert;LE VELO DE GHISLAIN LAMBERT;;France;Philippe Harel;Benoît Poelvoorde, Daniel Ceccaldi;pas mal;canal +;0;Télé Puteaux;;;;;
F0549;07/11/2001;07/11/2002;Training Day;Training Day;;USA;Antoine Fuqua;Denzel Washington, Ethan Hawke;moyen;DVD bibliotek;0;Télé Puteaux;;;;;
F0550;18/12/2002;18/12/2002;Le Seigneur des anneaux : les deux tours;LE SEIGNEUR DES ANNEAUX - LES DEUX TOURS;The Lord of the Rings : the Two Towers;USA;Peter Jackson;Elijah Wood, Sean Astin, Viggo Mortensen,;bien;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0551;15/01/2003;15/01/2003;Le Château dans Le Ciel;LE CHATEAU DANS LE CIEL;Tenku no shiro Rapyuta;Japon;Hayao Myasaki;Animation Japonnais;pas mal;Ciné Plein Tarif ;;UGC La Defense;;Nella, les filles;;;
F0552;16/01/2002;16/01/2003;En territoire ennemi;EN TERRITOIRE ENNEMI;Behind Enemy Lines;USA;John Moore;Owen Wilson, Gene Hackman;pas mal;canal +;0;Télé Puteaux;;;;;
F0553;23/01/2002;23/01/2003;L'Ascenseur ( niveau 2 );L'ASCENSEUR - NIVEAU 2;Down;USA;Dick Maas;James Marshall, Naomi Watts;pas mal;canal +;0;Télé Puteaux;;;;;
F0554;30/01/2002;30/01/2003;Donnie Darko;Donnie Darko.jpg;;USA;Richard Kelly;Jake Gyllenhaal, Maggie Gyllenhaal;moyen;canal +;0;Télé Puteaux;;;;;
F0555;06/02/2002;06/02/2003;Ocean's Eleven;OCEANS ELEVEN;;USA;Steven Soderbergh;George Clooney, Brad Pitt;moyen;canal +;0;Télé Puteaux;;;;;
F0556;17/02/2002;17/02/2003;Bad company;BAD COMPANY (2002);;USA;Joel Schumacher;Anthony Hopkins, Chris Rock;pénible;canal +;0;Télé Puteaux;;Nella, les filles;;;
F0557;20/02/2002;20/02/2003;La Chute du faucon noir;LA CHUTE DU FAUCON NOIR;Black Hawk Down;USA;Ridley Scott;Josh Hartnett, Ewan McGregor;bien;canal +;0;Télé Puteaux;;;;;
F0558;27/03/2002;27/03/2003;Avalon;Avalon.jpg;;Japon;Mamoru Oshii;Malgorzata Foremniak, Wladyslaw Kowalski;mauvais;download Emule;0;Télé Puteaux;;;;;
F0559;14/05/2003;18/05/2003;Matrix Reloaded;Matrix Reloaded.jpg;The Matrix Reloaded;USA;Andy Wachowski, Larry Wachowski, ;Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss, Hugo Weaving, Jada Pinkett Smith, Lambert Wilson, Monica Bellucci;moyen;Ciné Plein Tarif ;9;Grand Rex;;alone;SF;moins bien q le 1er;
F0560;01/01/2002;01/06/2003;Impostor;IMPOSTOR (2001);Impostor;USA;Gary Fleder;Gary Sinise, Vincent D'Onofrio;pas mal;download Emule;0;Télé Puteaux;;;Méchants aliens;dommage pr les incohérences;
F0561;11/06/2003;11/06/2003;Les Triplettes de Belleville;LES TRIPLETTES DE BELLEVILLE;;France;Sylvain Chomet;Animation France;passable;Ciné Plein Tarif ;;UGC La Defense;;Nella;;;
F0562;24/07/2002;24/07/2003;Lantana;LANTANA.jpg;;Australie;Ray Lawrence;Anthony LaPaglia, Barbara Hershey;pas mal;canal +;0;Télé Puteaux;;Nella, les filles;;;
F0563;06/08/2003;06/08/2003;Terminator 3 : le soulèvement des machines;TERMINATOR 3;Terminator 3 : Rise of the machines;USA;Jonathan Mostow;Arnold Schwarzenegger, Kristanna Loken;moyen;Ciné Plein Tarif ;;UGC La Defense;;;Terminator;le moins bon;
F0564;13/08/2003;13/08/2003;Pirates des Caraibes, la malédiction de Black Pearl;PIRATES DES CARAIBES - LA MALEDICTION DU BLACK PEARL;Pirates of the Caribbean : the curse of the Black Pearl;USA;Gore Verbinski;Johnny Depp, Geoffrey Rush,  Orlando Bloom,  Keira Knightley ;passable;Ciné Plein Tarif ;;UGC La Defense;;les filles;;;
F0565;04/09/2002;04/09/2003;Les Neuf reines;LES NEUF REINES;Nueve Reinas;USA;Fabian Bielinsky;Gaston Pauls, Ricardo Darín;pas mal;download Emule;0;Télé Puteaux;;Nella;;;
F0566;25/09/2002;25/09/2003;La Mémoire dans la peau;LA MEMOIRE DANS LA PEAU;The Bourne identity;USA;Doug Liman;Matt Damon, Franka Potente;moyen;canal +;0;Télé Puteaux;;;;;
F0567;09/10/2002;09/10/2003;XXX;TRIPLE X;xXx;USA;Rob Cohen;Vin Diesel, Samuel Lee JACKSON, Asia Argento;moyen;canal +;0;Télé Puteaux;;;;;
F0568;16/10/2002;16/10/2003;Signes;Signes;signs;USA;M. Night Shyamalan;Mel Gibson, Joaquin Phoenix;mauvais;canal +;0;Télé Puteaux;;les filles, les gars;Ils arrivent;la fin gache tout ( flingage du alien à la batte et retour à la foi );
F0569;23/10/2002;23/10/2003;Créance de sang;CREANCE DE SANG;Blood Work;USA;Clint Eastwood;Clint Eastwood, Jeff Daniels;pas mal;canal +;0;Télé Puteaux;;les filles, les gars;;;
F0570;05/11/2003;05/11/2003;Matrix Revolutions;Matrix Revolutions.jpg;;USA;Andy Wachowski, Larry Wachowski;Keanu Reeves, Laurence Fishburne, Carrie-Anne Moss;moyen;Ciné Plein Tarif ;;UGC La Defense;;Nella;;;
F0571;26/11/2003;26/11/2003;Le Monde de Nemo;Le monde de Nemo.jpg;Finding Nemo;USA;Andrew Stanton, Lee Unkrich;Animation Walt Disney;moyen;Ciné Plein Tarif ;;UGC La Defense;;Nella, les filles;;;
F0572;17/12/2003;17/12/2003;Le Seigneur des anneaux : le retour du roi;LE SEIGNEUR DES ANNEAUX - LE RETOUR DU ROI;The Lord of the Rings : the Return of the King;USA;Peter Jackson;Elijah Wood, Sean Astin, Viggo Mortensen,;Tr bien;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0573;19/02/2003;19/02/2004;Solaris;SOLARIS (2003);;USA;Steven Soderbergh;George Clooney, Natascha McElhone;passable;canal +;0;Télé Puteaux;;;pétage de plomb ds l'espace;vu en aout 2007;
F0574;24/03/2004;24/03/2004;Immortel ( ad vitam );IMMORTEL AD VITAM.jpg;Immortel ( ad vitam );France;Enki Bilal;Linda Hardy, Thomas Kretschmann;bien;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0575;16/04/2003;16/04/2004;Fusion - the core;Fusion - the core;;USA;Jon Amiel;Aaron Eckhart, Hilary Swank;passable;canal +;0;Télé Puteaux;;;;vu le 30/6/2007;
F0576;05/05/2004;05/05/2004;Van Helsing;VAN HELSING (2004);;USA;Steven Sommers;Hugh Jackman, Kate Beckinsale;moyen;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0577;04/06/2003;04/06/2004;Kaena, la prophétie ;KAENA LA PROPHETIE.jpg;;France;Chris Delaporte, Pascal Pinon;Animation France;pas mal;DVD offert SFR;0;Télé Puteaux;;;;;
F0578;09/07/2003;09/07/2004;Equilibrium;Equilibrium;Equilibrium;USA;Kurt Wimmer;Christian Bale, Emily Watson;bien;download Emule;0;Télé Puteaux;;;;vu le 25/6/2007;
F0579;30/07/2003;30/07/2004;Narc;Narc;;USA;Joe Carnahan;Jason Patric, Ray Liotta;pas mal;DVD bibliotek;0;Télé Puteaux;;;;;
F0580;18/08/2004;18/08/2004;Les Chroniques de RIDDICK;Les Chroniques de RIDDICK;The Chronicles of Riddick;USA;Davis Twohy;Vin Diesel, Thandie Newton, Karl Urban;Tr bien;Ciné Plein Tarif ;;UGC La Defense;DVD;;Méchants aliens;;
F0581;27/08/2003;27/08/2004;Phone game;Phone game;Phone booth;USA;Joel Schumacher;Colin Farrell, Forest Whitaker;pas mal;canal +;0;Télé Puteaux;;;;;
F0582;24/09/2003;24/09/2004;Hero;Hero.jpg;;Chine;Zhang Yimou;Jet Li, Maggie Cheung;bien;5 DVD pr 30 euros;12;Télé Puteaux;DVD;;;;
F0583;13/10/2004;13/10/2004;Man on fire;MAN ON FIRE (2003).jpg;;USA;Tony Scott;Denzel Washington, Dakota Fanning;pas mal;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0584;15/10/2003;15/10/2004;Mystic River;Mystic River;;USA;Clint Eastwood;Sean Penn, Kevin Bacon, Tim Robbins;bien;DVD bibliotek;0;Télé Puteaux;;;;;
F0585;27/10/2004;27/10/2004;ALIEN VS. PREDATOR;ALIEN VS PREDATOR.jpg;ALIEN VS. PREDATOR;USA;Paul W.S. Anderson;Lance Henriksen, Sanaa Lathan;Tr bien;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0586;26/11/2003;26/11/2004;Kill Bill ( volume 1 );KILL BILL VOLUME I;;USA;Quentin Tarantino;Uma Thurman, Lucy Liu, David Carradine;mauvais;DVD bibliotek;0;Télé Puteaux;;;;;
F0587;08/12/2004;08/12/2004;Blade : Trinity;BLADE TRINITY.jpg;;USA;David S. Goyer;Wesley Snipes, Kris Kristofferson,  Jessica Biel ;moyen;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0588;21/01/2004;21/01/2005;21 grammes;21 grammes;21 grams;USA;Alejandro González Inárritu ;Sean Penn, Benicio Del Toro;bien;canal +;0;Télé Puteaux;;;;;
F0589;26/01/2005;26/01/2005;La Marche de l'empereur;La marche de l'empereur;;France;Luc Jacquet;des pingouins;pas mal;Ciné Plein Tarif ;;UGC La Defense;;Nella;;;
F0590;11/02/2004;11/02/2005;Podium;Podium;;France;Yann Moix;Benoît Poelvoorde, Jean-Paul Rouve;pas mal;canal +;0;Télé Puteaux;;;;;
F0591;17/03/2004;17/03/2005;Le Maître du jeu;LE MAITRE DU JEU (2003);Runaway jury;USA;Gary Fleder;Gene Hackman, Dustin Hoffman, John Cusack;pas mal;canal +;0;Télé Puteaux;;;;;
F0592;14/04/2004;14/04/2005;Le Convoyeur;Le convoyeur;;France;Nicolas Boukhrief;Albert Dupontel, Jean Dujardin;pas mal;canal +;0;Télé Puteaux;;;;;
F0593;13/05/2004;13/05/2005;Troie;Troie;Troy;USA;Wolfgang Petersen;Brad Pitt, Eric Bana;pas mal;canal +;0;Télé Puteaux;;;;;
F0594;18/05/2005;22/05/2005;Star Wars épisode 3 - La Revanche des SITH;Star Wars épisode 3 - La Revanche des SITH.jpg;Star Wars : Episode 3 : The revenge of the Sith;USA;George Lucas;Hayden Christensen, Ewan McGregor,  Natalie Portman,  Ian McDiarmid,  Samuel Lee JACKSON,  Jimmy Smits ;Tr bien;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0595;26/05/2004;26/05/2005;Le Jour d'aprés;LE JOUR D'APRES (2004);The day after tomorrow;USA;Roland Emmerich;Dennis Quaid, Jake Gyllenhaal;pas mal;DVD acheté;12;Télé Puteaux;;;Catastrophe fin du monde;fx réussis ..mais trop larmoyant;
F0596;06/07/2005;10/07/2005;La Guerre des mondes;LA GUERRE DES MONDES (2005);War of the Worlds;USA;Steven Spielberg;Tom Cruise, Dakota Fanning;chiant;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0597;21/07/2004;21/07/2005;Atomik circus ( le retour de James Bataille );ATOMIK CIRCUS LE RETOUR DE JAMES BATAILLE;;Belgique;Didier et Thierry Poiraud;Benoît Poelvoorde, Vanessa Paradis,  Jason Flemyng, Jean-Pierre Marielle ;pas mal;DVD bibliotek;0;Télé Puteaux;;;;;
F0598;28/07/2004;28/07/2005;I, Robot;I ROBOT.jpg;;USA;Alex Proyas;Will Smith, Alan Tudyk;chiant;canal +;0;Télé Puteaux;;;;;
F0599;11/08/2004;11/08/2005;Hellboy;Hellboy;;USA;Guillermo Del Toro;Ron Perlman, John Hurt;chiant;canal +;0;Télé Puteaux;;;;;
F0600;18/08/2004;18/08/2005;Assassination tango;Assassination tango;;USA;Robert Duvall;Robert Duvall, Rubén Blades;bien;DVD bibliotek;0;Télé Puteaux;;;;;
F0601;31/08/2005;31/08/2005;Appleseed;APPLESEED LE FILM;;Japon;Shinji Aramaki;Animation Japonnais;moyen;Ciné Plein Tarif ;;UGC La Defense;;Alx, Brice Louis;;;
F0602;01/09/2004;01/09/2005;Infernal affairs 1;INFERNAL AFFAIRS;Wu lian dao;Hong-Kong;Andrew Lau, Alan Mak, Wai Keung Lau;Tony Leung Chiu Wai, Andy Lau;Tr bien;download Emule;0;Télé Puteaux;;Lahcen;;;
F0603;01/09/2004;01/09/2005;Infernal affairs 2;INFERNAL AFFAIRS II (2003);Mou gaan dou 2;Hong-Kong;Andrew Lau, Alan Mak, Wai Keung Lau;Shawn Yue, Edison Chen;Tr bien;download Emule;0;Télé Puteaux;;Lahcen;;;
F0604;01/09/2004;01/09/2005;Infernal affairs 3;INFERNAL AFFAIRS 3 (2003);Mou gaan dou 3;Hong-Kong;Andrew Lau, Alan Mak, Wai Keung Lau;Andy Lau, Ting Yip Ng;Tr bien;download Emule;0;Télé Puteaux;;Lahcen;;;
F0605;29/09/2004;29/09/2005;Collateral;Collateral;;USA;Mickael Mann;Tom Cruise, Jamie Foxx, Jada Pinkett Smith;pas mal;canal +;0;Télé Puteaux;;;;;
F0606;18/10/2005;22/10/2005;Les Rebelles de la forêt;LES REBELLES DE LA FORET;;USA;Roger Allers;Animation USA;pas mal;Ciné Plein Tarif ;;UGC La Defense;;Nella, les filles;;;
F0607;09/11/2004;09/11/2005;Flight Plan;Flight Plan;;USA;Robert Schwentke;Jodie Foster, Peter Sarsgaard;moyen;canal +;0;Télé Puteaux;;;;;
F0608;10/11/2004;10/11/2005;Anacondas : à la poursuite de l'orchidée de sang ;ANACONDAS A LA POURSUITE DE L'ORCHIDEE DE SANG.jpg;Anacondas : the hunt for the blood orchid;USA;Dwight H. Little;Johnny Messner, Kadee Strickland, Matthew Marsden;moyen;canal +;0;Télé Puteaux;;;;;
F0609;17/11/2004;17/11/2005;Le Secret des poignards volants;Le secret des poignards volants;House of flying daggers;Chine;Zhang Yimou;Andy Lau, Zhang Ziyi;bien;DVD bibliotek;0;Télé Puteaux;;Les filles;;;
F0610;23/11/2004;23/11/2005;Domino;Domino;;USA;Tony Scott;Keira Knightley, Mickey Rourke, Édgar Ramírez;moyen;DVD bibliotek;0;Télé Puteaux;;;;;
F0611;24/11/2004;24/11/2005;36 quai des orfèvres;36 QUAI DES ORFEVRES;;France;Olivier Marchal;Daniel Auteuil, Gérard Depardieu;moyen;canal +;0;Télé Puteaux;;;;;
F0612;24/11/2004;24/11/2005;Les indestructibles;Les indestructibles;The incredibles;USA;Brad Bird;Animation USA;moyen;canal +;0;Télé Puteaux;;;;;
F0613;22/11/2005;25/11/2005;Casino Royale;Casino Royale.jpg;;USA;Martin Campbell;Daniel Craig, Eva Green;chiant;Ciné Plein Tarif ;;UGC La Defense;;;;;
F0614;01/12/2004;01/12/2005;Innocence - Ghost in the shell 2;Innocence - Ghost in the shell 2;Inosensu : Kôkaku kidôtai;Japon;Mamoru Oshii;Animation Japonnais;moyen;Ciné Plein Tarif ;;Gaumont Aquaboulevard;;;;;
F0615;14/12/2005;20/12/2005;King Kong ( 2005 );KING KONG (2005);King Kong;USA;Peter Jackson;Naomi Watts, Jack Black;pas mal;Ciné Plein Tarif ;;UGC La Defense;;Les Filles;;;
F0616;08/12/2005;27/12/2005;Le Monde de Narnia : chapitre 1;LE MONDE DE NARNIA 1;The Chronicles of Narnia : The Lion, the Witch and the Wardrobe;USA;Andrew Adamson;Georgie Henley, Skandar Keynes, Anna Popplewell;chiant;Ciné Plein Tarif ;;UGC La Defense;;Les Filles;;;
F0617;01/01/2004;01/01/2006;Natural City;NATURAL CITY (2003);Natural City;Corée du Sud;Min Byeong-cheon;Seo Rin, Yoo Ji-tae;bien;download Emule;0;Télé Puteaux;;;blade runner coréèn;;
F0618;02/02/2005;02/02/2006;Danny the dog;Danny the dog;;USA;Louis Leterrier;Jet Li, Bob Hoskins;moyen;canal +;0;Télé Puteaux;;;;;
